NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	STC2	NA	261	0.385598748922348	0.02066299	No	
row_1	CHAC1	NA	1289	0.3015962541103363	-0.01287098	No	
row_2	FKBP14	NA	1690	0.2836284935474396	-0.010235393	No	
row_3	TUBB2A	NA	1731	0.2818368971347809	0.013972707	No	
row_4	VEGFA	NA	1974	0.27226522564888	0.025077075	No	
row_5	IGFBP1	NA	2748	0.2462376356124878	0.001653645	No	
row_6	WFS1	NA	3921	0.21872416138648987	-0.04846597	No	
row_7	PDIA5	NA	4445	0.20849691331386566	-0.060356155	No	
row_8	EXOSC5	NA	5234	0.1932029277086258	-0.08969544	No	
row_9	RRP9	NA	5577	0.18681834638118744	-0.092702225	No	
row_10	SLC7A5	NA	5907	0.1805889904499054	-0.09551235	No	
row_11	CKS1B	NA	6187	0.1753980964422226	-0.09579316	No	
row_12	KDELR3	NA	6488	0.17012400925159454	-0.09784044	No	
row_13	PSAT1	NA	6622	0.16778679192066193	-0.09002276	No	
row_14	SLC1A4	NA	6627	0.16769516468048096	-0.07442293	No	
row_15	CNOT6	NA	7084	0.1582794338464737	-0.087010555	No	
row_16	ZBTB17	NA	7745	0.1445617973804474	-0.113214344	No	
row_17	DDX10	NA	8016	0.13826178014278412	-0.1164597	No	
row_18	BAG3	NA	8027	0.13798688352108002	-0.10402864	No	
row_19	CCL2	NA	8465	0.12750177085399628	-0.1183762	No	
row_20	NFYB	NA	8467	0.1274501383304596	-0.10639696	No	
row_21	NOP14	NA	8483	0.12722858786582947	-0.095284164	No	
row_22	WIPI1	NA	8492	0.12709997594356537	-0.08376075	No	
row_23	SDAD1	NA	8596	0.12455178052186966	-0.07821547	No	
row_24	EXOSC2	NA	8643	0.12339188903570175	-0.069337316	No	
row_25	NABP1	NA	8743	0.12037216871976852	-0.063945286	No	
row_26	NFYA	NA	9311	0.10583724081516266	-0.088190585	No	
row_27	MTHFD2	NA	9736	0.09334477037191391	-0.10497969	No	
row_28	GEMIN4	NA	9831	0.0905597060918808	-0.10210194	No	
row_29	IARS1	NA	9851	0.0901375561952591	-0.094734535	No	
row_30	POP4	NA	9859	0.0899944007396698	-0.08665593	No	
row_31	CXXC1	NA	10310	0.07789483666419983	-0.10647475	No	
row_32	ATF6	NA	10321	0.07767642289400101	-0.09974095	No	
row_33	LSM1	NA	10336	0.0773216113448143	-0.093282245	No	
row_34	EXOSC9	NA	10363	0.07662693411111832	-0.08761388	No	
row_35	EXOC2	NA	10580	0.070561483502388	-0.09399331	No	
row_36	EIF2AK3	NA	10680	0.06794828176498413	-0.09355353	No	
row_37	EXOSC4	NA	10881	0.062330152839422226	-0.09974424	No	
row_38	SRPRB	NA	10973	0.05974180996417999	-0.09959653	No	
row_39	IFIT1	NA	10976	0.05967717245221138	-0.09407989	No	
row_40	EIF2S1	NA	11199	0.053614769130945206	-0.10242256	No	
row_41	CNOT4	NA	11334	0.05065018683671951	-0.10573063	No	
row_42	DNAJA4	NA	11435	0.04786248132586479	-0.10724866	No	
row_43	CEBPG	NA	11545	0.044753894209861755	-0.10960388	No	
row_44	EXOSC10	NA	11570	0.04405393451452255	-0.10689176	No	
row_45	TSPYL2	NA	11612	0.042623165994882584	-0.10534149	No	
row_46	DKC1	NA	11646	0.041815370321273804	-0.10338437	No	
row_47	ALDH18A1	NA	11675	0.040849413722753525	-0.10121654	No	
row_48	BANF1	NA	11728	0.03944960609078407	-0.10063039	No	
row_49	NOLC1	NA	11740	0.039150312542915344	-0.09759637	No	
row_50	ASNS	NA	11763	0.038642872124910355	-0.09527461	No	
row_51	EXOSC1	NA	11798	0.03787166252732277	-0.09375044	No	
row_52	YIF1A	NA	11875	0.03557686507701874	-0.09497958	No	
row_53	XPOT	NA	11923	0.03444375842809677	-0.09456434	No	
row_54	PAIP1	NA	12009	0.032232463359832764	-0.096652955	No	
row_55	NHP2	NA	12034	0.03140757977962494	-0.09513548	No	
row_56	HYOU1	NA	12065	0.030227558687329292	-0.09409183	No	
row_57	NOP56	NA	12094	0.029334161430597305	-0.09301179	No	
row_58	DCP1A	NA	12289	0.022982444614171982	-0.10255713	No	
row_59	KHSRP	NA	12335	0.02153795212507248	-0.10324026	No	
row_60	DCP2	NA	12412	0.01938541792333126	-0.10599893	No	
row_61	HSPA9	NA	12440	0.018443593755364418	-0.10588729	No	
row_62	EIF4EBP1	NA	12494	0.01687590964138508	-0.10749396	No	
row_63	EIF4E	NA	12674	0.010673473589122295	-0.117296174	No	
row_64	ERN1	NA	12698	0.009964117780327797	-0.11774396	No	
row_65	TARS1	NA	12952	0.001794076175428927	-0.1328541	No	
row_66	SLC30A5	NA	12984	8.663719054311514E-4	-0.13464448	No	
row_67	PREB	NA	13018	-8.394043106818572E-5	-0.13662954	No	
row_68	EIF4G1	NA	13045	-0.0011780033819377422	-0.1380885	No	
row_69	EDEM1	NA	13448	-0.014655246399343014	-0.16098237	No	
row_70	LSM4	NA	13471	-0.015120762400329113	-0.16088265	No	
row_71	ARFGAP1	NA	13541	-0.01794595830142498	-0.16335455	No	
row_72	TATDN2	NA	13909	-0.0319049246609211	-0.18250515	No	
row_73	DNAJC3	NA	13928	-0.03259146958589554	-0.18051346	No	
row_74	MTREX	NA	13932	-0.03275320306420326	-0.17760059	No	
row_75	SHC1	NA	14019	-0.03608760982751846	-0.17938542	No	
row_76	KIF5B	NA	14247	-0.046239499002695084	-0.18872678	No	
row_77	FUS	NA	14321	-0.04979674890637398	-0.18843146	No	
row_78	ATP6V0D1	NA	14487	-0.05839471146464348	-0.19288014	Yes	
row_79	DDIT4	NA	14518	-0.05956283211708069	-0.18906532	Yes	
row_80	SPCS1	NA	14557	-0.061860039830207825	-0.18551666	Yes	
row_81	ERO1A	NA	14602	-0.06421856582164764	-0.18210754	Yes	
row_82	DNAJB9	NA	14668	-0.06696899235248566	-0.17970687	Yes	
row_83	EDC4	NA	14707	-0.06918250024318695	-0.17546648	Yes	
row_84	HERPUD1	NA	14741	-0.07134927809238434	-0.17071943	Yes	
row_85	SPCS3	NA	14820	-0.07602275907993317	-0.16824862	Yes	
row_86	GOSR2	NA	14830	-0.07658064365386963	-0.16155794	Yes	
row_87	SEC31A	NA	14860	-0.07835519313812256	-0.1559075	Yes	
row_88	SRPRA	NA	14919	-0.08157707750797272	-0.15170413	Yes	
row_89	CALR	NA	14923	-0.08168939501047134	-0.14416848	Yes	
row_90	EIF4A2	NA	15173	-0.10008177906274796	-0.14975226	Yes	
row_91	ATF3	NA	15179	-0.10026854276657104	-0.14058231	Yes	
row_92	HSPA5	NA	15351	-0.11291177570819855	-0.14024338	Yes	
