NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	YBX2	NA	24	0.4641663432121277	0.011806996	Yes	
row_1	NTF3	NA	34	0.45739424228668213	0.024330406	Yes	
row_2	SNCB	NA	335	0.37448006868362427	0.016832255	Yes	
row_3	FGF22	NA	342	0.37355101108551025	0.027141953	Yes	
row_4	NR6A1	NA	405	0.3640214800834656	0.033782333	Yes	
row_5	THRB	NA	465	0.3583677113056183	0.040443145	Yes	
row_6	CYP39A1	NA	513	0.3542821407318115	0.047715157	Yes	
row_7	ACTC1	NA	612	0.34647390246391296	0.051670335	Yes	
row_8	RIBC2	NA	641	0.3447933793067932	0.05982378	Yes	
row_9	ZC2HC1C	NA	665	0.3433733582496643	0.06823996	Yes	
row_10	P2RX6	NA	710	0.3387606739997864	0.07525045	Yes	
row_11	HSD11B2	NA	715	0.3383014500141144	0.08467426	Yes	
row_12	KCNQ2	NA	731	0.3374289572238922	0.09340587	Yes	
row_13	TGFB2	NA	755	0.335991233587265	0.101611115	Yes	
row_14	STAG3	NA	808	0.33200374245643616	0.10794325	Yes	
row_15	VPREB1	NA	824	0.3304246664047241	0.116474725	Yes	
row_16	KRT13	NA	837	0.32975098490715027	0.12516893	Yes	
row_17	UPK3B	NA	950	0.3208971917629242	0.12754405	Yes	
row_18	LGALS7	NA	952	0.320818156003952	0.13665028	Yes	
row_19	CNTFR	NA	1018	0.3168242275714874	0.14176008	Yes	
row_20	EDN1	NA	1080	0.31320470571517944	0.1470091	Yes	
row_21	MAGIX	NA	1162	0.3083314597606659	0.15090567	Yes	
row_22	PRKN	NA	1174	0.30796489119529724	0.15903804	Yes	
row_23	IL12B	NA	1180	0.3076264560222626	0.1675247	Yes	
row_24	FGF16	NA	1236	0.30446919798851013	0.17288809	Yes	
row_25	ABCG4	NA	1334	0.29929497838020325	0.17555586	Yes	
row_26	SHOX2	NA	1416	0.2957474887371063	0.17909284	Yes	
row_27	TNNI3	NA	1427	0.2953135371208191	0.18692438	Yes	
row_28	SPTBN2	NA	1490	0.29275617003440857	0.19152845	Yes	
row_29	GPRC5C	NA	1507	0.2919059693813324	0.19889866	Yes	
row_30	ARHGDIG	NA	1530	0.2907896637916565	0.205873	Yes	
row_31	ZNF112	NA	1717	0.2823951840400696	0.20265903	Yes	
row_32	PNMT	NA	1777	0.2800557613372803	0.2070822	Yes	
row_33	COL2A1	NA	1852	0.27667343616485596	0.21049881	Yes	
row_34	CAPN9	NA	2020	0.27032801508903503	0.2080926	Yes	
row_35	TFAP2B	NA	2211	0.26317912340164185	0.20408693	Yes	
row_36	KCNN1	NA	2310	0.25955453515052795	0.20555851	Yes	
row_37	PKP1	NA	2319	0.2593005895614624	0.21248235	Yes	
row_38	PLAG1	NA	2326	0.25918570160865784	0.21952423	Yes	
row_39	RGS11	NA	2329	0.25915661454200745	0.22680792	Yes	
row_40	KLHDC8A	NA	2397	0.2569136321544647	0.23008455	Yes	
row_41	FGFR3	NA	2412	0.2565727233886719	0.23656648	Yes	
row_42	CDH16	NA	2560	0.2520042657852173	0.23484993	Yes	
row_43	CPEB3	NA	2612	0.25059011578559875	0.23891644	Yes	
row_44	SLC6A14	NA	2717	0.24711862206459045	0.23966873	Yes	
row_45	EDN2	NA	2728	0.2468988299369812	0.24611688	Yes	
row_46	TCF7L1	NA	2732	0.24676774442195892	0.25298592	Yes	
row_47	EPHA5	NA	2749	0.24620148539543152	0.2590502	Yes	
row_48	SLC30A3	NA	2758	0.24593204259872437	0.26559204	Yes	
row_49	KLK7	NA	2841	0.2441292107105255	0.26759344	Yes	
row_50	PROP1	NA	2883	0.24300774931907654	0.27204993	Yes	
row_51	SELENOP	NA	3100	0.2374602109193802	0.26573217	Yes	
