NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	GCLM	NA	1839	0.43156638741493225	-0.06103293	No	
row_1	ERCC2	NA	2445	0.4086947739124298	-0.05044749	No	
row_2	GLRX2	NA	2475	0.40771254897117615	-0.005317939	No	
row_3	OXSR1	NA	3231	0.38496991991996765	-0.006485406	No	
row_4	NQO1	NA	4262	0.3586028814315796	-0.027230602	No	
row_5	SRXN1	NA	4657	0.3491705358028412	-0.010793081	No	
row_6	GCLC	NA	5184	0.3384212553501129	-0.003533633	No	
row_7	PRDX4	NA	8227	0.2861412763595581	-0.15366866	No	
row_8	SCAF4	NA	8745	0.2781040370464325	-0.15280233	No	
row_9	TXN	NA	9309	0.2693018317222595	-0.15571573	No	
row_10	GSR	NA	9740	0.26247256994247437	-0.15141188	No	
row_11	G6PD	NA	11025	0.24098584055900574	-0.20096222	No	
row_12	PTPA	NA	11781	0.22624315321445465	-0.2203784	Yes	
row_13	CDKN2D	NA	12090	0.22012098133563995	-0.21360312	Yes	
row_14	TXNRD1	NA	12133	0.21913011372089386	-0.19093695	Yes	
row_15	NDUFB4	NA	12178	0.2180970460176468	-0.1685099	Yes	
row_16	GPX4	NA	12440	0.2116263210773468	-0.15988334	Yes	
row_17	SELENOS	NA	12482	0.21038943529129028	-0.13816191	Yes	
row_18	GPX3	NA	12593	0.20738130807876587	-0.12093796	Yes	
row_19	EGLN2	NA	12922	0.19791275262832642	-0.11791932	Yes	
row_20	MSRA	NA	13212	0.18834060430526733	-0.11365461	Yes	
row_21	TXNRD2	NA	13232	0.18758836388587952	-0.09323091	Yes	
row_22	SOD1	NA	13839	0.16402015089988708	-0.11083572	Yes	
row_23	LAMTOR5	NA	14109	0.15218187868595123	-0.109524794	Yes	
row_24	ATOX1	NA	14154	0.14990124106407166	-0.09493816	Yes	
row_25	PRDX6	NA	14472	0.13390444219112396	-0.09861666	Yes	
row_26	STK25	NA	14682	0.12191642075777054	-0.097175226	Yes	
row_27	PDLIM1	NA	14783	0.11548362672328949	-0.089915	Yes	
row_28	FES	NA	14794	0.11495525389909744	-0.077300355	Yes	
row_29	PRNP	NA	14818	0.11314959079027176	-0.0656755	Yes	
row_30	PFKP	NA	14884	0.10845158994197845	-0.057117842	Yes	
row_31	HHEX	NA	14904	0.10741720348596573	-0.045911357	Yes	
row_32	ABCC1	NA	14930	0.10564321279525757	-0.03526984	Yes	
row_33	PRDX2	NA	14946	0.10424064099788666	-0.024187893	Yes	
row_34	MPO	NA	15321	0.07446057349443436	-0.03813022	Yes	
row_35	PRDX1	NA	15337	0.0730849951505661	-0.030630214	Yes	
row_36	CAT	NA	15340	0.07263585925102234	-0.022399655	Yes	
row_37	MGST1	NA	15416	0.06597567349672318	-0.019327112	Yes	
row_38	NDUFS2	NA	15425	0.06503348797559738	-0.012331603	Yes	
row_39	SOD2	NA	15874	0.0096913306042552	-0.038172875	Yes	
row_40	GLRX	NA	15893	0.005887322127819061	-0.038579047	Yes	
row_41	IPCEF1	NA	16191	-0.05745119974017143	-0.049843956	Yes	
row_42	MBP	NA	16410	-0.123025082051754	-0.048816573	Yes	
row_43	FTL	NA	16537	-0.18991461396217346	-0.034563445	Yes	
row_44	LSP1	NA	16655	-0.36657312512397766	5.415068E-4	Yes	
